Player,Match,Result,Year,Return_In_Play_Rate,Return_Win_Efficiency,Return_Aggression,Return_Forehand_Ratio,Return_Depth_Index,Return_Defense_Rate,First_Serve_Return_Quality,Second_Serve_Return_Quality,Serve_Return_Adaptability,Return_Consistency,Return_Tactical_Balance,Return_Positioning_Intelligence,Service_Type_Adaptability,Defensive_Versatility,Return_Match_Impact,Overall_Return_Game
Aryna Sabalenka,2017 Shenzhen $60K F,L vsAlexandrova,2017,0.49,0.4,0.118,0.667,2.89,0.121,0.284,0.581,0.423,0.698,0.717,1.435,0.551,0.1,0.381,0.445
Aryna Sabalenka,2017 Shenzhen $60K SF,W vsLu,2017,0.773,0.794,0.091,0.75,2.81,0.038,0.67,0.655,0.66,0.407,0.956,1.661,0.97,0.042,0.726,0.683
Aryna Sabalenka,2017 Zhuhai $60K R32,L vsZheng,2017,0.667,0.63,0.13,0.222,2.62,0.082,0.465,0.681,0.565,0.571,0.888,1.456,0.649,0.064,0.508,0.598
Aryna Sabalenka,2017 Fed Cup RR,L vsBertens,2017,0.561,0.545,0.092,0.333,2.27,0.115,0.449,0.523,0.482,0.333,0.627,1.181,0.862,0.099,0.433,0.481
Aryna Sabalenka,2017 Fed Cup RR,W vsKrajicek,2017,0.611,0.636,0.056,0.4,2.19,0.151,0.493,0.577,0.531,0.698,0.334,1.176,0.845,0.106,0.584,0.457
Aryna Sabalenka,2016 Tokyo $100K R16,L vsZhang,2016,0.649,0.486,0.105,0.5,2.3,0.023,0.455,0.633,0.537,0.923,0.997,1.264,0.699,0.019,0.483,0.576
Aryna Sabalenka,2016 Saint Petersburg $100K R32,W vsKalinskaya,2016,0.649,0.58,0.013,1.0,2.49,0.018,0.494,0.504,0.496,0.477,0.434,1.369,0.979,0.022,0.546,0.459
Coco Gauff,2025 Cincinnati QF,L vsPaolini,2025,0.782,0.618,0.0,0.5,2.45,0.078,0.526,0.633,0.574,0.619,0.0,1.455,0.808,0.06,0.517,0.424
Coco Gauff,2025 Montreal R16,L vsMboko,2025,0.5,0.36,0.04,0.0,2.33,0.094,0.367,0.395,0.378,0.497,0.367,1.165,0.945,0.094,0.341,0.346
Coco Gauff,2025 Berlin R16,L vsWang,2025,0.685,0.459,0.019,1.0,2.38,0.152,0.398,0.553,0.47,0.803,0.117,1.337,0.733,0.179,0.517,0.372
Coco Gauff,2025 Roland Garros F,W vsSabalenka,2025,0.793,0.598,0.043,0.8,2.43,0.097,0.592,0.567,0.577,0.961,0.382,1.452,0.952,0.084,0.635,0.505
Coco Gauff,2025 Roland Garros SF,W vsBoisson,2025,0.841,0.703,0.023,1.0,2.44,0.054,0.637,0.62,0.626,0.905,0.345,1.497,0.966,0.044,0.688,0.538
Coco Gauff,2025 Roland Garros R64,W vsValentova,2025,0.789,0.756,0.07,0.5,2.62,0.054,0.607,0.756,0.675,0.961,0.798,1.562,0.743,0.034,0.742,0.648
Coco Gauff,2025 Roland Garros R128,W vsGadecki,2025,0.72,0.694,0.04,0.5,2.08,0.083,0.55,0.729,0.632,0.852,0.405,1.193,0.699,0.088,0.695,0.528
Coco Gauff,2025 Rome F,L vsPaolini,2025,0.829,0.5,0.029,1.0,2.81,0.049,0.538,0.536,0.535,0.326,0.455,1.713,0.996,0.042,0.481,0.495
Coco Gauff,2025 Rome QF,W vsAndreeva,2025,0.901,0.469,0.014,1.0,2.25,0.087,0.591,0.534,0.561,0.961,0.143,1.426,0.891,0.066,0.617,0.445
Coco Gauff,2025 Madrid F,L vsSabalenka,2025,0.638,0.459,0.086,0.8,2.69,0.049,0.471,0.453,0.46,0.771,0.897,1.469,0.965,0.04,0.414,0.527
Coco Gauff,2025 Madrid SF,W vsSwiatek,2025,0.816,0.65,0.02,0.0,2.7,0.056,0.62,0.59,0.603,0.507,0.294,1.634,0.942,0.05,0.663,0.506
Coco Gauff,2025 Madrid QF,W vsAndreeva,2025,0.78,0.625,0.012,0.0,2.19,0.059,0.525,0.658,0.585,0.787,0.172,1.299,0.767,0.056,0.644,0.464
Coco Gauff,2025 Miami R16,L vsLinette,2025,0.769,0.5,0.062,0.75,2.47,0.0,0.493,0.565,0.525,0.726,1.0,1.456,0.866,0.0,0.472,0.594
Coco Gauff,2025 Miami R32,W vsSakkari,2025,0.893,0.6,0.018,0.0,2.49,0.091,0.592,0.62,0.602,0.527,0.176,1.571,0.946,0.06,0.663,0.487
Coco Gauff,2025 Miami R64,W vsKenin,2025,0.844,0.815,0.125,0.75,2.1,0.042,0.7,0.74,0.715,0.852,0.984,1.291,0.922,0.032,0.787,0.726
Coco Gauff,2025 Indian Wells R16,L vsBencic,2025,0.719,0.453,0.045,1.0,2.43,0.082,0.464,0.561,0.508,0.368,0.454,1.392,0.823,0.058,0.457,0.459
Coco Gauff,2025 Indian Wells R32,W vsSakkari,2025,0.767,0.565,0.067,0.25,2.63,0.122,0.531,0.663,0.591,0.869,0.468,1.549,0.768,0.091,0.65,0.518
Coco Gauff,2025 Indian Wells R64,W vsUchijima,2025,0.766,0.588,0.054,0.667,2.45,0.181,0.532,0.611,0.567,0.458,0.275,1.442,0.855,0.116,0.624,0.476
Coco Gauff,2025 Dubai R32,L vsKessler,2025,0.771,0.426,0.086,0.5,2.62,0.065,0.478,0.532,0.502,0.595,0.817,1.547,0.897,0.062,0.451,0.541
Coco Gauff,2025 Doha R32,L vsKostyuk,2025,0.691,0.447,0.073,0.75,2.35,0.088,0.486,0.467,0.474,0.684,0.632,1.325,0.962,0.062,0.427,0.484
Coco Gauff,2025 Australian Open QF,L vsBadosa,2025,0.651,0.512,0.032,1.0,2.48,0.125,0.491,0.464,0.476,0.942,0.233,1.365,0.947,0.1,0.428,0.403
Coco Gauff,2025 Australian Open R16,W vsBencic,2025,0.8,0.574,0.047,0.25,2.59,0.07,0.542,0.6,0.567,0.571,0.528,1.554,0.89,0.059,0.623,0.529
Coco Gauff,2025 Australian Open R32,W vsFernandez,2025,0.724,0.571,0.0,0.5,2.24,0.154,0.56,0.486,0.522,0.771,0.0,1.287,0.862,0.144,0.575,0.39
Coco Gauff,2025 Australian Open R64,W vsBurrage,2025,0.691,0.596,0.118,0.75,2.84,0.095,0.521,0.657,0.583,0.399,0.809,1.601,0.762,0.089,0.641,0.583
Coco Gauff,2025 Australian Open R128,W vsKenin,2025,0.817,0.592,0.05,0.667,2.52,0.125,0.583,0.546,0.563,0.267,0.354,1.526,0.928,0.083,0.619,0.501
Coco Gauff,2025 United Cup F,W vsSwiatek,2025,0.714,0.582,0.039,0.0,2.72,0.094,0.541,0.562,0.548,0.549,0.358,1.554,0.959,0.072,0.603,0.474
Coco Gauff,2025 United Cup SF,W vsMuchova,2025,0.796,0.628,0.056,0.0,2.5,0.15,0.606,0.571,0.586,0.407,0.336,1.497,0.931,0.131,0.645,0.507
Coco Gauff,2024 Riyadh Finals F,W vsZheng,2024,0.78,0.587,0.025,1.0,2.49,0.0,0.496,0.639,0.562,0.869,0.987,1.477,0.752,0.0,0.618,0.615
Coco Gauff,2024 Riyadh Finals SF,L vsSabalenka,2024,0.836,0.607,0.082,0.833,2.84,0.102,0.616,0.59,0.601,0.98,0.624,1.738,0.949,0.077,0.541,0.576
Coco Gauff,2024 Riyadh Finals RR,W vsPegula,2024,0.815,0.614,0.093,0.6,2.27,0.132,0.588,0.608,0.595,0.507,0.575,1.373,0.961,0.119,0.654,0.563
Coco Gauff,2024 Riyadh Finals RR,W vsSwiatek,2024,0.819,0.61,0.014,1.0,2.54,0.0,0.573,0.607,0.587,0.353,0.885,1.54,0.934,0.0,0.645,0.612
Coco Gauff,2024 Riyadh Finals RR,L vsKrejcikova,2024,0.753,0.475,0.037,0.667,2.91,0.206,0.5,0.498,0.497,0.684,0.17,1.7,0.997,0.198,0.447,0.409
Coco Gauff,2024 Wuhan SF,L vsSabalenka,2024,0.846,0.557,0.029,0.667,2.47,0.075,0.524,0.662,0.586,0.835,0.329,1.52,0.759,0.06,0.528,0.497
Coco Gauff,2024 Wuhan QF,W vsLinette,2024,0.867,0.596,0.067,0.25,2.35,0.029,0.586,0.618,0.599,0.449,0.938,1.462,0.938,0.025,0.658,0.64
Coco Gauff,2024 Wuhan R16,W vsKostyuk,2024,0.755,0.595,0.041,0.0,2.14,0.143,0.547,0.628,0.582,1.0,0.262,1.252,0.85,0.111,0.641,0.474
Coco Gauff,2024 Beijing F,W vsMuchova,2024,0.846,0.614,0.019,1.0,2.11,0.179,0.514,0.73,0.614,0.549,0.1,1.298,0.65,0.119,0.675,0.468
Coco Gauff,2024 Beijing SF,W vsBadosa,2024,0.752,0.568,0.0,0.5,2.03,0.017,0.534,0.571,0.549,0.684,0.0,1.186,0.929,0.016,0.604,0.401
Coco Gauff,2024 Beijing QF,W vsStarodubtseva,2024,0.842,0.547,0.039,0.667,2.32,0.089,0.544,0.613,0.574,0.657,0.375,1.424,0.87,0.069,0.631,0.502
Coco Gauff,2024 US Open R16,L vsNavarro,2024,0.733,0.429,0.023,0.0,2.48,0.245,0.482,0.464,0.471,0.44,0.09,1.433,0.964,0.214,0.424,0.372
Coco Gauff,2024 US Open R32,W vsSvitolina,2024,0.782,0.426,0.046,0.25,2.37,0.048,0.465,0.608,0.53,0.787,0.66,1.408,0.752,0.05,0.583,0.513
Coco Gauff,2024 US Open R128,W vsGracheva,2024,0.78,0.625,0.073,0.667,2.25,0.143,0.572,0.658,0.61,0.571,0.444,1.335,0.842,0.108,0.671,0.533
Coco Gauff,2024 Cincinnati R32,L vsPutintseva,2024,0.782,0.525,0.026,1.0,2.46,0.058,0.507,0.56,0.529,0.98,0.365,1.461,0.9,0.06,0.476,0.471
Coco Gauff,2024 Toronto R16,L vsShnaider,2024,0.593,0.429,0.017,1.0,2.31,0.125,0.348,0.537,0.435,0.162,0.125,1.227,0.685,0.106,0.392,0.341
Coco Gauff,2024 Paris Olympics R16,L vsVekic,2024,0.731,0.491,0.026,1.0,2.43,0.024,0.41,0.612,0.503,0.942,0.644,1.402,0.667,0.016,0.453,0.503
Coco Gauff,2024 Wimbledon R16,L vsNavarro,2024,0.787,0.438,0.016,1.0,2.66,0.147,0.476,0.551,0.51,0.712,0.102,1.584,0.861,0.153,0.459,0.395
Coco Gauff,2024 Wimbledon R64,W vsTodoni,2024,0.722,0.667,0.0,0.5,2.16,0.16,0.526,0.688,0.6,0.076,0.0,1.24,0.723,0.198,0.66,0.428
Coco Gauff,2024 Roland Garros SF,L vsSwiatek,2024,0.73,0.478,0.063,0.5,2.15,0.063,0.492,0.508,0.497,0.961,0.698,1.24,0.97,0.062,0.448,0.515
Coco Gauff,2024 Roland Garros QF,W vsJabeur,2024,0.771,0.5,0.06,0.6,2.21,0.274,0.461,0.624,0.536,0.887,0.208,1.305,0.723,0.272,0.59,0.439
Coco Gauff,2024 Roland Garros R16,W vsCocciaretto,2024,0.854,0.657,0.024,0.0,2.47,0.0,0.645,0.55,0.597,0.368,0.984,1.526,0.826,0.0,0.657,0.652
Coco Gauff,2024 Rome SF,L vsSwiatek,2024,0.727,0.45,0.091,0.6,2.6,0.051,0.449,0.58,0.509,0.538,0.904,1.497,0.77,0.046,0.458,0.557
Coco Gauff,2024 Stuttgart QF,L vsKostyuk,2024,0.78,0.518,0.073,0.625,2.31,0.045,0.566,0.569,0.565,0.247,0.869,1.371,0.994,0.047,0.508,0.586
Coco Gauff,2024 Miami R16,L vsGarcia,2024,0.838,0.433,0.025,0.5,2.45,0.026,0.478,0.585,0.526,0.787,0.601,1.501,0.806,0.028,0.474,0.51
Coco Gauff,2024 Miami R32,W vsDodin,2024,0.638,0.595,0.086,0.4,2.89,0.037,0.521,0.66,0.584,0.56,0.95,1.578,0.757,0.034,0.642,0.595
Coco Gauff,2024 Miami R64,W vsPodoroska,2024,0.836,0.609,0.018,1.0,2.22,0.167,0.53,0.697,0.606,0.67,0.101,1.359,0.715,0.121,0.667,0.464
Coco Gauff,2024 Indian Wells SF,L vsSakkari,2024,0.75,0.489,0.017,0.5,2.26,0.098,0.473,0.574,0.518,0.835,0.156,1.318,0.818,0.116,0.467,0.411
Coco Gauff,2024 Indian Wells QF,W vsYuan,2024,0.893,0.58,0.0,0.5,2.46,0.047,0.539,0.673,0.6,0.19,0.0,1.552,0.766,0.03,0.66,0.445
Coco Gauff,2024 Dubai QF,L vsKalinskaya,2024,0.845,0.538,0.027,0.0,2.21,0.148,0.543,0.614,0.574,0.98,0.169,1.359,0.868,0.108,0.516,0.458
Coco Gauff,2024 Australian Open SF,L vsSabalenka,2024,0.742,0.429,0.106,0.857,2.58,0.073,0.466,0.614,0.534,0.803,0.856,1.498,0.743,0.059,0.48,0.555
Coco Gauff,2024 Australian Open QF,W vsKostyuk,2024,0.805,0.573,0.031,0.5,2.62,0.101,0.558,0.604,0.577,0.787,0.272,1.576,0.911,0.093,0.635,0.479
Coco Gauff,2024 Australian Open R16,W vsFrech,2024,0.771,0.703,0.021,0.0,2.28,0.5,0.583,0.615,0.595,0.741,0.041,1.346,0.939,0.428,0.655,0.455
Coco Gauff,2024 Australian Open R64,W vsDolehide,2024,0.788,0.558,0.045,1.0,2.14,0.315,0.506,0.687,0.589,1.0,0.138,1.275,0.697,0.28,0.648,0.451
Coco Gauff,2024 Australian Open R128,W vsSchmiedlova,2024,0.838,0.839,0.0,0.5,2.43,0.08,0.673,0.726,0.695,0.252,0.0,1.489,0.898,0.083,0.764,0.509
Coco Gauff,2024 Auckland F,W vsSvitolina,2024,0.78,0.553,0.028,0.333,2.5,0.129,0.538,0.563,0.547,0.407,0.199,1.483,0.953,0.095,0.602,0.447
Coco Gauff,2023 Cancun Finals SF,L vsPegula,2023,0.718,0.429,0.051,1.0,2.55,0.0,0.415,0.612,0.506,0.237,1.0,1.46,0.675,0.0,0.456,0.564
Coco Gauff,2023 Cancun Finals RR,L vsSwiatek,2023,0.643,0.528,0.0,0.5,2.23,0.049,0.454,0.548,0.496,0.517,0.0,1.221,0.829,0.037,0.446,0.358
Coco Gauff,2023 Beijing SF,L vsSwiatek,2023,0.7,0.25,0.05,0.0,2.38,0.063,0.338,0.578,0.449,0.607,0.595,1.349,0.619,0.056,0.405,0.429
Coco Gauff,2023 US Open F,W vsSabalenka,2023,0.753,0.517,0.039,1.0,2.51,0.068,0.496,0.599,0.542,0.905,0.462,1.467,0.814,0.05,0.596,0.488
Coco Gauff,2023 US Open SF,W vsMuchova,2023,0.778,0.607,0.0,0.5,2.55,0.25,0.555,0.576,0.562,0.756,0.0,1.511,0.958,0.222,0.618,0.418
Coco Gauff,2023 US Open QF,W vsOstapenko,2023,0.844,0.684,0.067,1.0,2.64,0.071,0.6,0.673,0.632,0.835,0.679,1.623,0.864,0.077,0.695,0.609
Coco Gauff,2023 US Open R16,W vsWozniacki,2023,0.878,0.508,0.0,0.5,2.35,0.086,0.546,0.605,0.571,0.726,0.0,1.471,0.889,0.07,0.628,0.42
Coco Gauff,2023 US Open R64,W vsAndreeva,2023,0.836,0.609,0.0,0.5,2.13,0.121,0.56,0.625,0.588,0.803,0.0,1.304,0.878,0.111,0.647,0.436
Coco Gauff,2023 US Open R128,W vsSiegemund,2023,0.872,0.484,0.018,0.0,2.23,0.556,0.546,0.624,0.58,0.415,0.032,1.392,0.855,0.558,0.638,0.425
Coco Gauff,2023 Cincinnati F,W vsMuchova,2023,0.778,0.571,0.083,0.833,2.42,0.151,0.57,0.605,0.584,0.726,0.474,1.434,0.933,0.106,0.643,0.523
Coco Gauff,2023 Cincinnati SF,W vsSwiatek,2023,0.831,0.405,0.045,1.0,2.61,0.056,0.521,0.509,0.513,0.67,0.593,1.593,0.977,0.067,0.564,0.501
Coco Gauff,2023 Cincinnati R16,W vsNoskova,2023,0.813,0.846,0.021,1.0,2.65,0.143,0.653,0.751,0.697,0.527,0.136,1.601,0.822,0.125,0.766,0.536
Coco Gauff,2023 Montreal QF,L vsPegula,2023,0.735,0.444,0.031,1.0,2.32,0.11,0.462,0.552,0.502,0.517,0.253,1.342,0.836,0.082,0.452,0.417
Coco Gauff,2023 Washington F,W vsSakkari,2023,0.854,0.585,0.083,1.0,0.0,0.0,0.603,0.674,0.634,1.0,1.0,0.0,0.868,0.0,0.697,0.659
Coco Gauff,2023 Washington QF,W vsBencic,2023,0.816,0.65,0.041,1.0,2.45,0.147,0.608,0.632,0.617,0.698,0.255,1.483,0.954,0.113,0.678,0.505
Coco Gauff,2023 Wimbledon R128,L vsKenin,2023,0.747,0.4,0.092,0.625,2.42,0.089,0.484,0.461,0.471,0.835,0.73,1.409,0.954,0.076,0.424,0.507
Coco Gauff,2023 Roland Garros QF,L vsSwiatek,2023,0.698,0.459,0.094,0.6,2.92,0.0,0.497,0.463,0.479,0.835,1.0,1.653,0.935,0.0,0.431,0.565
Coco Gauff,2023 Roland Garros R16,W vsSchmiedlova,2023,0.754,0.635,0.014,0.0,2.43,0.026,0.537,0.619,0.573,0.657,0.37,1.421,0.849,0.019,0.631,0.497
Coco Gauff,2023 Roland Garros R32,W vsAndreeva,2023,0.75,0.6,0.01,1.0,2.41,0.074,0.519,0.636,0.572,0.571,0.118,1.406,0.792,0.059,0.629,0.438
Coco Gauff,2023 Roland Garros R64,W vsGrabher,2023,0.681,0.75,0.043,1.0,2.8,0.049,0.591,0.702,0.64,0.262,0.622,1.569,0.801,0.046,0.704,0.577
Coco Gauff,2023 Roland Garros R128,W vsMasarova,2023,0.763,0.577,0.0,0.5,2.86,0.091,0.569,0.51,0.538,0.756,0.0,1.681,0.889,0.064,0.592,0.403
Coco Gauff,2023 Miami R64,W vsMarino,2023,0.696,0.641,0.107,0.667,2.74,0.029,0.529,0.643,0.58,0.237,0.992,1.549,0.795,0.028,0.638,0.627
Coco Gauff,2023 Indian Wells QF,L vsSabalenka,2023,0.512,0.429,0.122,0.2,2.76,0.108,0.321,0.576,0.44,0.869,0.775,1.391,0.6,0.125,0.396,0.472
Coco Gauff,2023 Indian Wells R16,W vsPeterson,2023,0.82,0.452,0.022,0.5,2.64,0.014,0.508,0.572,0.536,0.756,0.724,1.602,0.879,0.012,0.59,0.537
Coco Gauff,2023 Indian Wells R32,W vsNoskova,2023,0.813,0.5,0.031,1.0,2.15,0.138,0.489,0.59,0.534,0.869,0.206,1.299,0.816,0.129,0.588,0.442
Coco Gauff,2023 Indian Wells R64,W vsBucsa,2023,0.788,0.463,0.038,0.5,2.43,0.027,0.564,0.49,0.527,0.852,0.773,1.448,0.862,0.022,0.579,0.542
Coco Gauff,2023 Dubai SF,L vsSwiatek,2023,0.66,0.457,0.075,0.75,2.52,0.119,0.436,0.594,0.508,0.56,0.524,1.394,0.729,0.108,0.458,0.466
Coco Gauff,2023 Dubai QF,W vsKeys,2023,0.719,0.537,0.053,0.0,2.27,0.132,0.523,0.548,0.532,0.819,0.357,1.301,0.953,0.096,0.586,0.464
Coco Gauff,2023 Dubai R32,W vsSasnovich,2023,0.784,0.65,0.098,0.6,2.62,0.027,0.603,0.84,0.712,0.869,0.99,1.558,0.623,0.022,0.783,0.678
Coco Gauff,2023 Doha R16,W vsKvitova,2023,0.684,0.385,0.035,0.5,2.71,0.029,0.438,0.455,0.444,0.353,0.715,1.521,0.967,0.022,0.489,0.473
Coco Gauff,2023 Australian Open R16,L vsOstapenko,2023,0.68,0.431,0.133,0.5,2.55,0.048,0.403,0.635,0.511,0.278,0.98,1.428,0.628,0.062,0.46,0.566
Coco Gauff,2023 Australian Open R32,W vsPera,2023,0.882,0.533,0.059,0.6,2.65,0.071,0.582,0.609,0.592,0.98,0.622,1.662,0.949,0.054,0.651,0.564
Coco Gauff,2023 Australian Open R64,W vsRaducanu,2023,0.825,0.383,0.088,0.6,2.48,0.016,0.528,0.516,0.519,0.517,0.998,1.509,0.977,0.01,0.571,0.584
Coco Gauff,2023 Australian Open R128,W vsSiniakova,2023,0.756,0.559,0.022,1.0,2.04,0.178,0.51,0.606,0.553,0.333,0.116,1.194,0.824,0.138,0.608,0.428
Coco Gauff,2023 Auckland F,W vsMasarova,2023,0.755,0.676,0.082,0.5,2.72,0.043,0.549,0.764,0.648,0.307,0.913,1.591,0.65,0.032,0.713,0.643
Coco Gauff,2023 Auckland R32,W vsMaria,2023,0.778,0.625,0.0,0.5,2.22,0.359,0.56,0.604,0.578,0.432,0.0,1.316,0.915,0.304,0.636,0.425
Coco Gauff,2022 BJK Cup RR,L vsSiniakova,2022,0.71,0.364,0.081,0.6,2.24,0.304,0.405,0.575,0.484,0.756,0.252,1.277,0.712,0.219,0.435,0.398
Coco Gauff,2022 Fort Worth Finals RR,L vsKasatkina,2022,0.901,0.5,0.014,1.0,0.0,0.079,0.561,0.633,0.592,1.0,0.156,0.0,0.865,0.049,0.533,0.462
Coco Gauff,2022 Fort Worth Finals RR,L vsSwiatek,2022,0.854,0.341,0.063,1.0,2.64,0.056,0.503,0.478,0.489,0.228,0.742,1.632,0.95,0.042,0.44,0.519
Coco Gauff,2022 Fort Worth Finals RR,L vsGarcia,2022,0.639,0.436,0.164,0.3,2.72,0.051,0.417,0.592,0.498,0.468,0.991,1.486,0.704,0.038,0.448,0.562
Coco Gauff,2022 Guadalajara 2 R16,W vsTrevisan,2022,0.65,0.769,0.05,1.0,2.6,0.086,0.574,0.7,0.631,0.869,0.478,1.43,0.777,0.075,0.694,0.545
Coco Gauff,2022 San Diego QF,L vsSwiatek,2022,0.744,0.344,0.047,1.0,2.13,0.1,0.414,0.55,0.476,0.619,0.403,1.238,0.763,0.1,0.429,0.424
Coco Gauff,2022 San Diego R16,W vsAndreescu,2022,0.846,0.523,0.038,0.5,2.32,0.131,0.529,0.638,0.578,0.923,0.263,1.428,0.804,0.114,0.636,0.477
Coco Gauff,2022 San Diego R32,W vsMontgomery,2022,0.794,0.52,0.0,0.5,2.52,0.139,0.559,0.53,0.543,0.819,0.0,1.507,0.945,0.126,0.597,0.398
Coco Gauff,2022 US Open QF,L vsGarcia,2022,0.732,0.442,0.056,0.25,2.98,0.167,0.399,0.607,0.495,0.353,0.306,1.72,0.659,0.097,0.446,0.428
Coco Gauff,2022 US Open R16,W vsZhang,2022,0.796,0.514,0.022,0.5,2.67,0.034,0.545,0.553,0.546,0.571,0.462,1.598,0.984,0.022,0.601,0.494
Coco Gauff,2022 US Open R32,W vsKeys,2022,0.831,0.612,0.068,1.0,2.13,0.032,0.594,0.601,0.594,0.571,0.924,1.3,0.987,0.024,0.654,0.632
Coco Gauff,2022 Toronto QF,L vsHalep,2022,0.707,0.552,0.024,0.5,2.73,0.035,0.51,0.602,0.551,0.712,0.488,1.553,0.832,0.026,0.496,0.491
Coco Gauff,2022 Toronto R16,W vsSabalenka,2022,0.611,0.45,0.023,1.0,2.33,0.11,0.438,0.527,0.478,0.712,0.189,1.251,0.837,0.094,0.526,0.373
Coco Gauff,2022 Toronto R32,W vsRybakina,2022,0.709,0.474,0.091,0.9,2.38,0.055,0.414,0.575,0.488,0.923,0.885,1.356,0.724,0.044,0.537,0.549
Coco Gauff,2022 San Jose QF,L vsBadosa,2022,0.701,0.511,0.03,0.0,1.94,0.111,0.473,0.57,0.517,0.391,0.243,1.1,0.822,0.077,0.465,0.425
Coco Gauff,2022 San Jose R32,W vsKalinina,2022,0.732,0.667,0.049,1.0,2.43,0.24,0.603,0.6,0.599,0.326,0.194,1.403,0.995,0.166,0.659,0.476
Coco Gauff,2022 Berlin SF,L vsJabeur,2022,0.589,0.485,0.018,1.0,2.0,0.065,0.394,0.513,0.449,0.399,0.235,1.059,0.789,0.064,0.404,0.377
Coco Gauff,2022 Roland Garros F,L vsSwiatek,2022,0.75,0.424,0.068,0.0,2.33,0.0,0.447,0.583,0.509,0.346,1.0,1.359,0.761,0.0,0.458,0.572
Coco Gauff,2022 Roland Garros SF,W vsTrevisan,2022,0.852,0.615,0.0,0.5,2.01,0.053,0.596,0.644,0.616,0.835,0.0,1.241,0.908,0.044,0.678,0.447
Coco Gauff,2022 Roland Garros QF,W vsStephens,2022,0.907,0.571,0.037,1.0,2.58,0.064,0.56,0.75,0.647,0.741,0.462,1.64,0.684,0.066,0.712,0.555
Coco Gauff,2022 Madrid R16,L vsHalep,2022,0.654,0.382,0.038,0.0,2.52,0.043,0.364,0.548,0.449,0.741,0.615,1.389,0.693,0.034,0.404,0.448
Coco Gauff,2022 Miami R16,L vsSwiatek,2022,0.58,0.414,0.04,0.0,2.15,0.0,0.386,0.475,0.426,0.415,0.999,1.132,0.836,0.0,0.384,0.511
Coco Gauff,2022 Indian Wells R32,L vsHalep,2022,0.758,0.426,0.032,0.0,2.36,0.024,0.479,0.494,0.484,0.468,0.736,1.383,0.971,0.016,0.435,0.51
Coco Gauff,2021 Indian Wells R64,W vsGarcia,2021,0.802,0.519,0.03,0.667,2.23,0.061,0.557,0.524,0.539,0.98,0.399,1.339,0.937,0.047,0.593,0.483
Coco Gauff,2021 US Open R64,L vsStephens,2021,0.714,0.257,0.041,1.0,2.53,0.212,0.404,0.394,0.398,0.684,0.183,1.445,0.98,0.14,0.358,0.336
Coco Gauff,2021 Wimbledon R16,L vsKerber,2021,0.717,0.419,0.1,0.5,2.41,0.061,0.49,0.543,0.513,0.619,0.887,1.379,0.9,0.06,0.462,0.548
Coco Gauff,2021 Wimbledon R32,W vsJuvan,2021,0.76,0.658,0.1,0.6,2.26,0.306,0.546,0.696,0.614,0.346,0.306,1.326,0.741,0.263,0.676,0.513
Coco Gauff,2021 Roland Garros QF,L vsKrejcikova,2021,0.659,0.483,0.068,0.5,2.38,0.036,0.473,0.543,0.504,0.607,0.901,1.316,0.87,0.026,0.453,0.545
Coco Gauff,2021 Roland Garros R16,W vsJabeur,2021,0.68,0.559,0.02,0.0,2.64,0.241,0.421,0.637,0.521,0.333,0.08,1.478,0.65,0.212,0.573,0.397
Coco Gauff,2021 Parma F,W vsWang,2021,0.804,0.6,0.018,1.0,2.23,0.0,0.563,0.591,0.574,0.787,0.947,1.341,0.946,0.0,0.631,0.616
Coco Gauff,2021 Rome SF,L vsSwiatek,2021,0.757,0.411,0.014,0.0,2.29,0.064,0.478,0.482,0.478,0.468,0.187,1.341,0.992,0.075,0.43,0.392
Coco Gauff,2021 Rome R16,W vsSabalenka,2021,0.764,0.527,0.014,0.0,2.23,0.125,0.467,0.601,0.528,0.538,0.103,1.311,0.764,0.115,0.581,0.413
Coco Gauff,2021 Madrid R64,L vsPliskova,2021,0.607,0.508,0.019,1.0,2.48,0.043,0.441,0.548,0.489,0.961,0.344,1.328,0.807,0.044,0.441,0.417
Coco Gauff,2021 Australian Open R64,L vsSvitolina,2021,0.75,0.431,0.059,0.75,2.09,0.095,0.418,0.602,0.503,0.527,0.509,1.219,0.693,0.06,0.453,0.473
Coco Gauff,2021 Australian Open R128,W vsTeichmann,2021,0.667,0.536,0.048,0.5,2.45,0.241,0.526,0.51,0.516,0.111,0.189,1.361,0.969,0.175,0.567,0.415
Coco Gauff,2020 Ostrava R16,L vsSabalenka,2020,0.735,0.514,0.0,0.5,2.63,0.082,0.492,0.562,0.523,0.56,0.0,1.521,0.869,0.057,0.47,0.38
Coco Gauff,2020 Roland Garros R64,L vsTrevisan,2020,0.8,0.569,0.011,1.0,2.61,0.085,0.561,0.548,0.552,0.712,0.115,1.566,0.974,0.068,0.497,0.437
Coco Gauff,2020 Cincinnati R64,L vsSakkari,2020,0.577,0.433,0.135,0.429,2.64,0.0,0.354,0.547,0.444,0.458,1.0,1.388,0.68,0.0,0.399,0.533
Coco Gauff,2020 Lexington QF,W vsJabeur,2020,0.663,0.564,0.084,0.571,1.95,0.19,0.453,0.574,0.508,0.771,0.397,1.081,0.784,0.17,0.559,0.464
Coco Gauff,2020 Lexington R16,W vsSabalenka,2020,0.676,0.464,0.02,1.0,2.55,0.086,0.441,0.567,0.498,0.887,0.205,1.425,0.778,0.073,0.548,0.397
