Player,Match,Result,Year,Serve_Power,Serve_Quick_Points,Serve_Rally_Control,First_Serve_Power,First_Serve_Dominance,Second_Serve_Aggression,Second_Serve_Effectiveness,First_Serve_Placement_Strategy,Second_Serve_Placement_Strategy,Serve_Type_Adaptability,Serve_Consistency,Power_Control_Balance,Clutch_Serving,Serve_Tactical_Intelligence,Serve_Match_Impact,Overall_Serve_Game
Aryna Sabalenka,2023 Indian Wells QF,W vsGauff,2023,0.488,0.659,0.571,0.533,0.648,1.04,0.377,0.528,0.411,0.522,0.581,0.673,0.0,0.397,0.574,0.539
Aryna Sabalenka,2023 Indian Wells R16,W vsKrejcikova,2023,0.405,0.5,0.37,0.509,0.544,0.52,0.271,0.369,0.665,0.417,0.58,0.773,0.5,0.474,0.459,0.464
Aryna Sabalenka,2023 Indian Wells R64,W vsRodina,2023,0.26,0.52,0.571,0.333,0.542,0.17,0.303,0.611,0.75,0.431,0.621,0.488,0.75,0.595,0.474,0.461
Aryna Sabalenka,2023 Dubai QF,L vsKrejcikova,2023,0.371,0.443,0.436,0.541,0.552,0.79,0.301,0.359,0.476,0.436,0.606,0.768,0.25,0.391,0.392,0.45
Aryna Sabalenka,2023 Dubai R16,W vsOstapenko,2023,0.354,0.4,0.425,0.41,0.445,0.11,0.327,0.274,0.28,0.389,0.789,0.718,0.0,0.267,0.428,0.404
Aryna Sabalenka,2023 Dubai R32,W vsDavis,2023,0.366,0.537,0.625,0.538,0.672,0.42,0.235,0.701,0.254,0.47,0.417,0.644,0.5,0.479,0.517,0.501
Aryna Sabalenka,2023 Australian Open F,W vsRybakina,2023,0.296,0.463,0.522,0.357,0.462,0.93,0.386,0.378,0.759,0.425,0.86,0.572,0.666,0.531,0.468,0.45
Aryna Sabalenka,2023 Australian Open SF,W vsLinette,2023,0.242,0.435,0.6,0.324,0.44,0.07,0.39,0.759,0.434,0.415,0.906,0.49,0.5,0.505,0.457,0.432
Aryna Sabalenka,2023 Australian Open QF,W vsVekic,2023,0.256,0.385,0.479,0.409,0.479,0.49,0.261,0.342,0.495,0.378,0.647,0.636,0.284,0.375,0.416,0.395
Aryna Sabalenka,2023 Australian Open R16,W vsBencic,2023,0.37,0.556,0.633,0.438,0.558,1.15,0.5,0.663,0.306,0.529,0.891,0.584,0.5,0.505,0.582,0.519
Aryna Sabalenka,2023 Australian Open R32,W vsMertens,2023,0.34,0.48,0.621,0.464,0.544,0.9,0.414,0.257,0.713,0.482,0.771,0.615,0.5,0.487,0.531,0.488
Aryna Sabalenka,2023 Australian Open R64,W vsRogers,2023,0.408,0.51,0.483,0.484,0.522,1.04,0.378,0.61,0.667,0.454,0.749,0.707,1.0,0.637,0.499,0.51
Aryna Sabalenka,2023 Australian Open R128,W vsMartincova,2023,0.291,0.418,0.639,0.419,0.543,0.25,0.326,0.554,0.575,0.442,0.648,0.578,0.5,0.503,0.486,0.46
Aryna Sabalenka,2023 Adelaide 1 F,W vsNoskova,2023,0.425,0.548,0.6,0.774,0.804,0.73,0.368,0.308,0.315,0.603,0.418,0.773,0.0,0.365,0.663,0.54
Aryna Sabalenka,2023 Adelaide 1 SF,W vsBegu,2023,0.455,0.545,0.52,0.548,0.588,1.47,0.473,0.325,0.426,0.533,0.795,0.728,0.0,0.363,0.586,0.511
Aryna Sabalenka,2023 Adelaide 1 QF,W vsVondrousova,2023,0.219,0.425,0.566,0.273,0.448,0.4,0.319,0.319,0.572,0.388,0.772,0.452,0.416,0.417,0.426,0.397
Aryna Sabalenka,2023 Adelaide 1 R16,W vsSamsonova,2023,0.302,0.448,0.492,0.309,0.395,1.54,0.52,0.603,0.958,0.45,0.779,0.562,0.786,0.649,0.495,0.468
Aryna Sabalenka,2022 Fort Worth Finals F,L vsGarcia,2022,0.419,0.516,0.515,0.455,0.47,0.21,0.542,0.456,0.41,0.501,0.866,0.681,0.0,0.374,0.451,0.488
Aryna Sabalenka,2022 Fort Worth Finals SF,W vsSwiatek,2022,0.392,0.446,0.361,0.545,0.508,0.73,0.317,0.339,0.463,0.419,0.683,0.812,0.0,0.328,0.461,0.435
Aryna Sabalenka,2022 Fort Worth Finals RR,L vsSakkari,2022,0.14,0.246,0.422,0.158,0.265,0.02,0.262,0.693,0.378,0.262,0.995,0.408,0.666,0.452,0.236,0.302
Aryna Sabalenka,2022 Fort Worth Finals RR,W vsPegula,2022,0.267,0.417,0.639,0.314,0.502,1.11,0.356,0.483,0.476,0.434,0.746,0.493,0.5,0.465,0.477,0.439
Aryna Sabalenka,2022 Fort Worth Finals RR,W vsJabeur,2022,0.218,0.361,0.46,0.25,0.371,0.5,0.302,0.453,0.66,0.338,0.871,0.505,0.4,0.438,0.372,0.368
Aryna Sabalenka,2022 Guadalajara 2 R32,L vsSamsonova,2022,0.346,0.474,0.45,0.431,0.446,0.94,0.56,0.264,0.27,0.495,0.796,0.677,0.0,0.305,0.446,0.445
Aryna Sabalenka,2022 San Diego QF,L vsVekic,2022,0.137,0.284,0.5,0.207,0.34,0.87,0.238,0.488,0.406,0.292,0.816,0.404,0.416,0.379,0.263,0.315
Aryna Sabalenka,2022 San Diego R16,W vsStephens,2022,0.198,0.267,0.424,0.214,0.323,0.17,0.212,0.453,0.642,0.271,0.802,0.522,0.778,0.483,0.298,0.336
Aryna Sabalenka,2022 US Open SF,L vsSwiatek,2022,0.169,0.281,0.403,0.25,0.385,0.34,0.153,0.408,0.624,0.278,0.629,0.534,0.625,0.443,0.25,0.326
Aryna Sabalenka,2022 US Open QF,W vsPliskova,2022,0.355,0.5,0.568,0.405,0.485,0.77,0.475,0.158,0.348,0.478,0.979,0.603,0.0,0.293,0.526,0.455
Aryna Sabalenka,2022 US Open R16,W vsCollins,2022,0.34,0.468,0.389,0.368,0.409,1.57,0.468,0.419,0.605,0.434,0.89,0.668,0.466,0.472,0.477,0.443
Aryna Sabalenka,2022 US Open R32,W vsBurel,2022,0.224,0.327,0.5,0.276,0.386,0.17,0.279,0.752,0.695,0.336,0.807,0.53,1.0,0.624,0.369,0.399
Aryna Sabalenka,2022 US Open R64,W vsKanepi,2022,0.246,0.368,0.467,0.319,0.395,0.18,0.328,0.278,0.574,0.363,0.873,0.579,0.5,0.416,0.399,0.385
Aryna Sabalenka,2022 US Open R128,W vsHarrison,2022,0.255,0.436,0.459,0.229,0.391,1.37,0.378,0.32,0.333,0.383,0.973,0.485,0.0,0.284,0.422,0.372
Aryna Sabalenka,2022 Cincinnati SF,L vsGarcia,2022,0.304,0.38,0.333,0.383,0.42,0.97,0.263,0.382,0.315,0.347,0.73,0.734,0.266,0.331,0.312,0.378
Aryna Sabalenka,2022 Cincinnati QF,W vsZhang,2022,0.215,0.344,0.475,0.333,0.421,0.6,0.261,0.589,0.655,0.346,0.726,0.574,0.875,0.562,0.381,0.394
Aryna Sabalenka,2022 Cincinnati R16,W vsRogers,2022,0.28,0.43,0.507,0.365,0.49,0.61,0.286,0.539,0.608,0.395,0.666,0.588,0.834,0.554,0.434,0.437
Aryna Sabalenka,2022 Cincinnati R32,W vsKalinskaya,2022,0.349,0.558,0.708,0.444,0.641,0.97,0.375,0.394,0.278,0.517,0.588,0.549,0.0,0.341,0.569,0.495
Aryna Sabalenka,2022 Toronto R16,L vsGauff,2022,0.237,0.359,0.55,0.309,0.437,0.7,0.355,0.499,0.474,0.398,0.848,0.528,0.266,0.407,0.358,0.397
Aryna Sabalenka,2022 Toronto R32,W vsSorribes Tormo,2022,0.193,0.352,0.527,0.302,0.4,0.16,0.373,0.416,0.629,0.386,0.947,0.501,0.45,0.453,0.425,0.385
Aryna Sabalenka,2022 San Jose QF,L vsKasatkina,2022,0.079,0.191,0.548,0.087,0.263,0.38,0.291,0.629,0.505,0.274,0.946,0.215,0.479,0.432,0.247,0.282
Aryna Sabalenka,2022 San Jose R16,W vsDolehide,2022,0.246,0.426,0.551,0.355,0.484,0.35,0.404,0.69,0.591,0.445,0.853,0.539,0.542,0.543,0.49,0.442
Aryna Sabalenka,2022 Berlin R32,L vsKudermetova,2022,0.385,0.451,0.42,0.463,0.533,0.92,0.283,0.561,0.308,0.417,0.607,0.741,0.25,0.391,0.375,0.445
Aryna Sabalenka,2022 s Hertogenbosch F,L vsAlexandrova,2022,0.236,0.309,0.316,0.364,0.389,0.66,0.154,0.432,0.233,0.281,0.625,0.731,0.166,0.279,0.253,0.326
Aryna Sabalenka,2022 s Hertogenbosch SF,W vsRogers,2022,0.351,0.514,0.432,0.429,0.476,0.47,0.421,0.463,0.72,0.449,0.896,0.668,0.542,0.524,0.493,0.47
Aryna Sabalenka,2022 s Hertogenbosch QF,W vsVan Uytvanck,2022,0.267,0.444,0.571,0.305,0.458,0.13,0.343,0.532,0.4,0.404,0.794,0.503,0.25,0.398,0.444,0.416
Aryna Sabalenka,2022 s Hertogenbosch R16,W vsHartono,2022,0.458,0.542,0.435,0.643,0.707,1.04,0.234,0.257,0.431,0.489,0.388,0.802,0.0,0.333,0.538,0.491
Aryna Sabalenka,2022 s Hertogenbosch R32,W vsBaindl,2022,0.328,0.478,0.559,0.442,0.487,0.25,0.555,0.451,0.421,0.516,0.872,0.622,0.166,0.414,0.567,0.474
Aryna Sabalenka,2022 Roland Garros R32,L vsGiorgi,2022,0.222,0.302,0.356,0.325,0.38,0.69,0.141,0.633,0.761,0.27,0.62,0.668,0.928,0.572,0.243,0.363
Aryna Sabalenka,2022 Roland Garros R64,W vsBrengle,2022,0.212,0.423,0.639,0.281,0.461,0.04,0.358,0.413,0.633,0.412,0.813,0.427,0.25,0.424,0.453,0.411
Aryna Sabalenka,2022 Roland Garros R128,W vsPaquet,2022,0.168,0.316,0.571,0.222,0.359,0.47,0.319,0.787,0.434,0.339,0.923,0.405,0.666,0.513,0.373,0.369
Aryna Sabalenka,2022 Rome SF,L vsSwiatek,2022,0.145,0.236,0.295,0.129,0.177,0.47,0.313,0.631,0.218,0.238,0.762,0.46,0.477,0.36,0.214,0.268
Aryna Sabalenka,2022 Rome QF,W vsAnisimova,2022,0.26,0.403,0.429,0.341,0.423,0.56,0.323,0.348,0.842,0.376,0.819,0.608,0.5,0.488,0.413,0.405
Aryna Sabalenka,2022 Rome R16,W vsPegula,2022,0.268,0.464,0.514,0.406,0.535,0.23,0.272,0.375,0.156,0.413,0.591,0.588,0.0,0.271,0.454,0.403
Aryna Sabalenka,2022 Rome R32,W vsZhang,2022,0.375,0.575,0.583,0.467,0.565,0.04,0.361,0.491,0.3,0.469,0.665,0.614,0.0,0.346,0.516,0.479
Aryna Sabalenka,2022 Madrid R64,L vsAnisimova,2022,0.215,0.366,0.508,0.228,0.363,1.05,0.375,0.616,0.42,0.367,0.977,0.459,0.5,0.454,0.33,0.38
Aryna Sabalenka,2022 Stuttgart F,L vsSwiatek,2022,0.216,0.314,0.441,0.154,0.306,1.85,0.354,0.59,0.455,0.326,0.908,0.444,0.75,0.489,0.293,0.356
Aryna Sabalenka,2022 Stuttgart SF,W vsBadosa,2022,0.311,0.486,0.591,0.41,0.514,1.11,0.446,0.51,0.33,0.481,0.874,0.577,0.25,0.41,0.529,0.463
Aryna Sabalenka,2022 Stuttgart QF,W vsKontaveit,2022,0.394,0.577,0.514,0.491,0.557,0.09,0.4,0.707,0.333,0.483,0.73,0.662,0.4,0.481,0.532,0.502
Aryna Sabalenka,2022 Stuttgart R16,W vsAndreescu,2022,0.347,0.472,0.55,0.362,0.449,2.34,0.558,0.488,0.436,0.496,0.805,0.592,0.5,0.483,0.546,0.478
Aryna Sabalenka,2022 Charleston R16,L vsAnisimova,2022,0.346,0.41,0.439,0.479,0.491,0.35,0.311,0.722,0.583,0.407,0.698,0.739,0.5,0.524,0.367,0.451
Aryna Sabalenka,2022 Charleston R32,W vsRiske Amritraj,2022,0.293,0.39,0.52,0.429,0.514,0.14,0.237,0.636,0.421,0.386,0.574,0.651,0.3,0.426,0.424,0.42
Aryna Sabalenka,2022 Miami R64,L vsBegu,2022,0.293,0.414,0.545,0.417,0.526,0.14,0.254,0.332,0.375,0.4,0.58,0.62,0.0,0.301,0.36,0.41
Aryna Sabalenka,2022 Indian Wells R64,L vsPaolini,2022,0.301,0.47,0.521,0.438,0.553,0.13,0.308,0.527,0.643,0.439,0.612,0.624,0.584,0.526,0.395,0.46
Aryna Sabalenka,2022 Doha QF,L vsSwiatek,2022,0.167,0.283,0.319,0.159,0.249,0.97,0.282,0.727,0.361,0.263,0.937,0.481,0.5,0.423,0.237,0.301
Aryna Sabalenka,2022 Doha R16,W vsTeichmann,2022,0.237,0.447,0.586,0.25,0.418,1.04,0.368,0.524,0.444,0.393,0.904,0.432,0.25,0.401,0.432,0.404
Aryna Sabalenka,2022 Doha R32,W vsCornet,2022,0.167,0.354,0.722,0.138,0.4,1.23,0.377,0.324,0.433,0.388,0.954,0.271,0.0,0.306,0.426,0.365
Aryna Sabalenka,2022 Dubai R16,L vsKvitova,2022,0.263,0.386,0.5,0.316,0.426,0.63,0.312,0.683,0.475,0.372,0.795,0.564,0.4,0.461,0.335,0.404
Aryna Sabalenka,2022 Dubai R32,W vsKostyuk,2022,0.234,0.375,0.475,0.278,0.373,0.87,0.418,0.628,0.406,0.392,0.912,0.529,0.416,0.447,0.431,0.392
Aryna Sabalenka,2022 Australian Open R16,L vsKanepi,2022,0.262,0.439,0.594,0.353,0.468,0.01,0.427,0.602,0.417,0.447,0.921,0.526,0.25,0.433,0.402,0.437
Aryna Sabalenka,2022 Australian Open R32,W vsVondrousova,2022,0.238,0.413,0.647,0.269,0.447,0.87,0.422,0.758,0.633,0.434,0.951,0.438,0.75,0.602,0.477,0.449
Aryna Sabalenka,2022 Australian Open R64,W vsWang,2022,0.266,0.362,0.5,0.283,0.402,1.69,0.445,0.597,0.314,0.419,0.918,0.553,0.3,0.41,0.461,0.404
Aryna Sabalenka,2022 Australian Open R128,W vsHunter,2022,0.356,0.467,0.435,0.426,0.448,1.19,0.528,0.462,0.5,0.482,0.852,0.69,0.166,0.419,0.531,0.459
Aryna Sabalenka,2022 Adelaide 2 R32,L vsPeterson,2022,0.245,0.316,0.415,0.352,0.403,0.12,0.303,0.399,0.513,0.356,0.819,0.661,0.375,0.4,0.321,0.374
Aryna Sabalenka,2022 Adelaide 1 R16,L vsJuvan,2022,0.242,0.303,0.375,0.344,0.386,0.51,0.353,0.458,0.682,0.369,0.936,0.686,0.5,0.476,0.332,0.382
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsBadosa,2021,0.224,0.306,0.367,0.429,0.421,0.36,0.247,0.741,0.444,0.34,0.705,0.736,0.666,0.506,0.306,0.38
Aryna Sabalenka,2021 Guadalajara Finals RR,W vsSwiatek,2021,0.391,0.467,0.475,0.638,0.626,0.35,0.344,0.598,0.353,0.495,0.569,0.789,0.5,0.488,0.545,0.495
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsSakkari,2021,0.243,0.383,0.475,0.313,0.397,0.42,0.446,0.561,0.523,0.418,0.907,0.56,0.55,0.494,0.376,0.412
Aryna Sabalenka,2021 Moscow QF,L vsAlexandrova,2021,0.241,0.31,0.415,0.367,0.416,0.05,0.223,0.688,0.624,0.326,0.68,0.673,0.834,0.56,0.293,0.39
Aryna Sabalenka,2021 Moscow R16,W vsTomljanovic,2021,0.341,0.447,0.51,0.353,0.449,0.73,0.426,0.426,0.648,0.436,0.955,0.611,0.5,0.489,0.48,0.455
Aryna Sabalenka,2021 US Open SF,L vsFernandez,2021,0.287,0.404,0.508,0.359,0.453,0.35,0.297,0.564,0.727,0.38,0.732,0.6,0.75,0.56,0.342,0.433
Aryna Sabalenka,2021 US Open QF,W vsKrejcikova,2021,0.388,0.507,0.5,0.474,0.539,1.87,0.438,0.576,0.548,0.491,0.817,0.685,0.5,0.521,0.54,0.498
Aryna Sabalenka,2021 US Open R16,W vsMertens,2021,0.211,0.404,0.714,0.31,0.492,0.05,0.423,0.508,0.37,0.458,0.872,0.428,0.25,0.409,0.504,0.429
Aryna Sabalenka,2021 US Open R32,W vsCollins,2021,0.364,0.473,0.613,0.438,0.525,1.06,0.448,0.6,0.393,0.487,0.857,0.62,0.25,0.443,0.536,0.486
Aryna Sabalenka,2021 US Open R64,W vsZidansek,2021,0.4,0.55,0.739,0.407,0.558,0.11,0.539,0.378,0.476,0.547,0.964,0.549,0.0,0.39,0.602,0.523
Aryna Sabalenka,2021 US Open R128,W vsStojanovic,2021,0.298,0.489,0.566,0.431,0.602,0.42,0.307,0.623,0.271,0.465,0.554,0.59,0.25,0.415,0.512,0.455
Aryna Sabalenka,2021 Cincinnati R32,L vsBadosa,2021,0.267,0.495,0.5,0.357,0.494,0.6,0.384,0.378,0.425,0.442,0.804,0.547,0.0,0.337,0.397,0.418
Aryna Sabalenka,2021 Montreal SF,L vsPliskova,2021,0.299,0.418,0.405,0.421,0.516,0.4,0.208,0.493,0.695,0.374,0.54,0.693,0.5,0.487,0.337,0.419
Aryna Sabalenka,2021 Montreal QF,W vsAzarenka,2021,0.3,0.467,0.514,0.371,0.496,1.11,0.376,0.778,0.402,0.439,0.787,0.585,0.5,0.512,0.483,0.452
Aryna Sabalenka,2021 Montreal R16,W vsMarino,2021,0.491,0.585,0.524,0.633,0.635,2.11,0.492,0.694,0.532,0.567,0.751,0.76,0.834,0.639,0.624,0.578
Aryna Sabalenka,2021 Montreal R32,W vsStephens,2021,0.358,0.472,0.509,0.452,0.505,1.43,0.428,0.763,0.414,0.468,0.858,0.669,0.5,0.523,0.515,0.481
Aryna Sabalenka,2021 Tokyo Olympics R32,L vsVekic,2021,0.311,0.505,0.556,0.388,0.534,0.75,0.413,0.443,0.719,0.477,0.786,0.569,0.5,0.523,0.429,0.476
Aryna Sabalenka,2021 Tokyo Olympics R64,W vsLinette,2021,0.326,0.543,0.593,0.348,0.551,1.06,0.446,0.709,0.648,0.501,0.811,0.525,1.0,0.672,0.551,0.514
Aryna Sabalenka,2021 Wimbledon SF,L vsPliskova,2021,0.41,0.5,0.455,0.485,0.516,0.47,0.363,0.516,0.502,0.444,0.736,0.725,0.607,0.503,0.4,0.484
Aryna Sabalenka,2021 Wimbledon QF,W vsJabeur,2021,0.338,0.529,0.55,0.415,0.59,1.19,0.303,0.555,0.371,0.457,0.563,0.595,0.3,0.428,0.503,0.467
Aryna Sabalenka,2021 Wimbledon R16,W vsRybakina,2021,0.307,0.455,0.458,0.444,0.498,0.33,0.258,0.591,0.646,0.387,0.619,0.667,0.584,0.519,0.426,0.44
Aryna Sabalenka,2021 Wimbledon R32,W vsOsorio,2021,0.27,0.333,0.45,0.3,0.343,1.15,0.396,0.545,0.486,0.365,0.9,0.611,0.416,0.436,0.402,0.389
Aryna Sabalenka,2021 Wimbledon R64,W vsBoulter,2021,0.432,0.477,0.386,0.5,0.478,1.09,0.431,0.526,0.349,0.454,0.91,0.784,0.25,0.407,0.5,0.469
Aryna Sabalenka,2021 Wimbledon R128,W vsNiculescu,2021,0.304,0.464,0.528,0.387,0.488,0.41,0.372,0.686,0.417,0.433,0.793,0.593,0.5,0.494,0.476,0.451
Aryna Sabalenka,2021 Eastbourne QF,L vsGiorgi,2021,0.408,0.51,0.308,0.448,0.464,0.77,0.399,0.758,0.422,0.432,0.877,0.77,0.625,0.534,0.389,0.47
Aryna Sabalenka,2021 Eastbourne R16,W vsRiske Amritraj,2021,0.364,0.564,0.645,0.593,0.656,0.46,0.428,0.37,0.688,0.549,0.635,0.652,0.5,0.531,0.604,0.536
Aryna Sabalenka,2021 Eastbourne R32,W vsPera,2021,0.375,0.5,0.586,0.528,0.601,0.23,0.303,0.854,0.381,0.463,0.551,0.673,0.5,0.532,0.509,0.501
Aryna Sabalenka,2021 Berlin R16,L vsKeys,2021,0.394,0.471,0.375,0.443,0.464,0.92,0.401,0.595,0.3,0.433,0.882,0.747,0.334,0.419,0.39,0.452
Aryna Sabalenka,2021 Roland Garros R32,L vsPavlyuchenkova,2021,0.212,0.439,0.5,0.278,0.479,0.35,0.282,0.801,0.339,0.387,0.674,0.471,0.4,0.463,0.348,0.397
Aryna Sabalenka,2021 Roland Garros R64,W vsSasnovich,2021,0.179,0.346,0.39,0.25,0.385,0.42,0.169,0.593,0.408,0.285,0.649,0.513,0.411,0.396,0.314,0.328
Aryna Sabalenka,2021 Roland Garros R128,W vsKonjuh,2021,0.246,0.421,0.444,0.265,0.421,1.31,0.326,0.598,0.406,0.376,0.826,0.521,0.25,0.401,0.413,0.385
Aryna Sabalenka,2021 Rome R16,L vsGauff,2021,0.208,0.361,0.473,0.333,0.438,0.49,0.231,0.717,0.645,0.342,0.662,0.56,0.584,0.526,0.308,0.387
Aryna Sabalenka,2021 Rome R32,W vsSorribes Tormo,2021,0.214,0.393,0.556,0.3,0.431,0.17,0.304,0.752,0.563,0.371,0.775,0.486,0.916,0.595,0.408,0.416
Aryna Sabalenka,2021 Madrid F,W vsBarty,2021,0.268,0.476,0.509,0.34,0.476,0.21,0.306,0.724,0.556,0.397,0.711,0.541,0.7,0.555,0.436,0.438
Aryna Sabalenka,2021 Madrid SF,W vsPavlyuchenkova,2021,0.292,0.521,0.625,0.345,0.475,0.23,0.49,0.435,0.248,0.479,0.97,0.498,0.0,0.328,0.527,0.449
Aryna Sabalenka,2021 Madrid R16,W vsPegula,2021,0.435,0.565,0.6,0.5,0.616,2.51,0.483,0.229,0.733,0.553,0.766,0.658,0.5,0.514,0.608,0.543
Aryna Sabalenka,2021 Madrid R32,W vsKasatkina,2021,0.125,0.406,0.633,0.176,0.425,0.36,0.337,0.66,0.738,0.383,0.837,0.277,1.0,0.633,0.421,0.399
Aryna Sabalenka,2021 Madrid R64,W vsZvonareva,2021,0.214,0.446,0.571,0.233,0.376,0.11,0.451,0.402,0.667,0.408,0.861,0.406,0.5,0.477,0.449,0.41
Aryna Sabalenka,2021 Stuttgart F,L vsBarty,2021,0.205,0.397,0.446,0.208,0.348,1.11,0.375,0.462,0.422,0.359,0.948,0.445,0.214,0.363,0.323,0.356
Aryna Sabalenka,2021 Stuttgart SF,W vsHalep,2021,0.34,0.58,0.656,0.343,0.499,0.23,0.569,0.501,0.393,0.529,0.87,0.496,0.25,0.44,0.582,0.501
Aryna Sabalenka,2021 Stuttgart QF,W vsKontaveit,2021,0.258,0.435,0.494,0.377,0.467,0.44,0.296,0.47,0.486,0.387,0.711,0.584,0.375,0.421,0.426,0.409
Aryna Sabalenka,2021 Stuttgart R16,W vsFriedsam,2021,0.259,0.397,0.575,0.306,0.457,0.61,0.309,0.639,0.712,0.388,0.743,0.515,0.875,0.6,0.426,0.436
Aryna Sabalenka,2021 Stuttgart R32,W vsZhang,2021,0.36,0.6,0.613,0.517,0.651,0.46,0.364,0.49,0.667,0.517,0.563,0.611,0.5,0.538,0.569,0.525
Aryna Sabalenka,2021 Miami QF,L vsBarty,2021,0.29,0.44,0.516,0.4,0.5,0.14,0.273,0.688,0.225,0.394,0.634,0.609,0.5,0.44,0.355,0.427
Aryna Sabalenka,2021 Miami R16,W vsVondrousova,2021,0.345,0.509,0.545,0.368,0.515,1.09,0.35,0.619,0.319,0.438,0.718,0.581,0.5,0.463,0.481,0.464
Aryna Sabalenka,2021 Miami R32,W vsKudermetova,2021,0.426,0.525,0.69,0.471,0.551,1.64,0.608,0.216,0.244,0.574,0.891,0.621,0.0,0.322,0.632,0.521
Aryna Sabalenka,2021 Miami R64,W vsPironkova,2021,0.267,0.396,0.429,0.357,0.416,0.6,0.349,0.533,0.5,0.384,0.874,0.628,0.416,0.443,0.422,0.402
Aryna Sabalenka,2021 Dubai QF,L vsMuguruza,2021,0.182,0.307,0.478,0.24,0.387,0.02,0.214,0.412,0.278,0.307,0.707,0.481,0.416,0.344,0.276,0.331
Aryna Sabalenka,2021 Dubai R16,W vsKontaveit,2021,0.442,0.615,0.63,0.486,0.566,0.57,0.586,0.775,0.211,0.573,0.96,0.625,0.5,0.526,0.63,0.56
Aryna Sabalenka,2021 Dubai R32,W vsCornet,2021,0.173,0.385,0.486,0.241,0.402,0.19,0.293,0.635,0.157,0.351,0.804,0.434,0.5,0.399,0.386,0.356
Aryna Sabalenka,2021 Doha R16,L vsMuguruza,2021,0.209,0.374,0.435,0.271,0.381,0.09,0.273,0.544,0.501,0.33,0.806,0.522,0.528,0.447,0.297,0.365
Aryna Sabalenka,2021 Australian Open R16,L vsWilliams,2021,0.315,0.382,0.456,0.377,0.444,0.3,0.3,0.269,0.285,0.377,0.75,0.668,0.0,0.261,0.414,0.389
Aryna Sabalenka,2021 Australian Open R32,W vsLi,2021,0.352,0.593,0.613,0.472,0.596,0.09,0.386,0.754,0.333,0.498,0.657,0.586,0.5,0.517,0.548,0.512
Aryna Sabalenka,2021 Australian Open R64,W vsKasatkina,2021,0.277,0.385,0.463,0.378,0.449,0.46,0.295,0.507,0.661,0.377,0.735,0.638,0.75,0.535,0.415,0.421
Aryna Sabalenka,2021 Australian Open R128,W vsHruncakova,2021,0.279,0.512,0.571,0.381,0.54,0.61,0.392,0.191,0.223,0.47,0.744,0.536,0.0,0.271,0.517,0.43
Aryna Sabalenka,2021 Gippsland Trophy R32,L vsKanepi,2021,0.21,0.339,0.4,0.265,0.32,0.46,0.335,0.493,0.443,0.325,0.969,0.555,0.5,0.417,0.293,0.352
Aryna Sabalenka,2021 Abu Dhabi F,W vsKudermetova,2021,0.37,0.457,0.5,0.556,0.547,0.02,0.309,0.567,0.338,0.436,0.621,0.739,0.25,0.406,0.48,0.461
Aryna Sabalenka,2021 Abu Dhabi SF,W vsSakkari,2021,0.444,0.622,0.625,0.552,0.616,0.28,0.484,0.532,0.345,0.553,0.768,0.656,0.25,0.447,0.609,0.547
Aryna Sabalenka,2021 Abu Dhabi QF,W vsRybakina,2021,0.296,0.408,0.547,0.365,0.444,0.68,0.369,0.336,0.392,0.408,0.861,0.59,0.0,0.309,0.449,0.41
Aryna Sabalenka,2021 Abu Dhabi R16,W vsJabeur,2021,0.271,0.438,0.552,0.393,0.517,0.04,0.307,0.556,0.244,0.419,0.658,0.577,0.25,0.378,0.461,0.422
Aryna Sabalenka,2021 Abu Dhabi R32,W vsTomljanovic,2021,0.313,0.406,0.429,0.4,0.488,0.73,0.242,0.476,0.619,0.374,0.611,0.683,0.416,0.452,0.411,0.417
Aryna Sabalenka,2021 Abu Dhabi R64,W vsHercog,2021,0.354,0.43,0.432,0.488,0.504,1.03,0.333,0.679,0.483,0.424,0.71,0.742,0.566,0.515,0.467,0.458
Aryna Sabalenka,2020 Linz F,W vsMertens,2020,0.26,0.425,0.553,0.318,0.46,0.8,0.355,0.613,0.288,0.411,0.81,0.522,0.375,0.419,0.452,0.416
Aryna Sabalenka,2020 Linz SF,W vsKrejcikova,2020,0.382,0.528,0.553,0.458,0.516,1.54,0.514,0.57,0.311,0.512,0.996,0.643,0.25,0.431,0.564,0.496
Aryna Sabalenka,2020 Linz R16,W vsVoegele,2020,0.255,0.473,0.632,0.278,0.46,0.87,0.425,0.424,0.458,0.442,0.934,0.441,0.375,0.428,0.486,0.436
Aryna Sabalenka,2020 Linz R32,W vsPaolini,2020,0.323,0.508,0.486,0.432,0.54,0.89,0.355,0.693,0.287,0.454,0.69,0.632,0.5,0.478,0.499,0.462
Aryna Sabalenka,2020 Ostrava F,W vsAzarenka,2020,0.178,0.422,0.611,0.267,0.441,1.19,0.293,0.578,0.283,0.372,0.744,0.399,0.0,0.321,0.409,0.371
Aryna Sabalenka,2020 Ostrava SF,W vsBrady,2020,0.241,0.5,0.684,0.219,0.445,0.61,0.515,0.328,0.357,0.475,0.869,0.364,0.0,0.327,0.522,0.43
Aryna Sabalenka,2020 Ostrava QF,W vsSorribes Tormo,2020,0.09,0.299,0.509,0.14,0.351,1.19,0.145,0.584,0.708,0.256,0.662,0.271,0.584,0.478,0.282,0.302
