Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Aryna Sabalenka,2018 Wuhan SF,W vsBarty,3.0,2.9,3.1,54.7%,46.4%,66.7%,50.0%,46.8%,3.6%,10.0,14.5,2.0,2.6
Aryna Sabalenka,2018 Wuhan QF,W vsCibulkova,3.3,3.0,3.6,61.3%,46.9%,37.5%,100.0%,47.5%,7.2%,8.0,10.7,6.5,8.8
Aryna Sabalenka,2018 Wuhan R16,W vsKenin,3.0,3.4,2.6,57.1%,61.5%,30.0%,80.0%,47.0%,8.9%,1.5,2.2,2.5,3.6
Aryna Sabalenka,2018 Wuhan R32,W vsSvitolina,3.3,3.2,3.3,51.3%,59.0%,54.5%,57.1%,50.9%,7.8%,13.0,11.3,12.5,12.4
Aryna Sabalenka,2018 Wuhan R64,W vsSuarez Navarro,3.1,2.7,3.5,53.7%,45.0%,45.5%,50.0%,41.9%,12.7%,5.5,7.0,7.0,7.1
Aryna Sabalenka,2018 US Open R16,L vsOsaka,3.4,3.5,3.3,42.7%,63.6%,50.0%,55.6%,44.8%,11.0%,6.5,7.1,2.5,2.2
Aryna Sabalenka,2018 US Open R32,W vsKvitova,3.1,3.2,3.0,57.8%,60.6%,70.0%,100.0%,48.8%,3.7%,18.5,25.0,9.0,11.5
Aryna Sabalenka,2018 US Open R64,W vsZvonareva,3.4,4.2,2.6,50.0%,59.5%,61.5%,57.1%,60.4%,7.5%,24.5,20.8,6.5,9.2
Aryna Sabalenka,2018 New Haven F,W vsSuarez Navarro,3.3,2.9,3.6,50.0%,75.0%,53.8%,-,40.1%,8.8%,3.0,5.0,12.5,15.1
Aryna Sabalenka,2018 New Haven SF,W vsGoerges,3.0,2.8,3.1,51.5%,60.0%,66.7%,33.3%,46.2%,4.4%,13.5,20.1,5.5,6.4
Aryna Sabalenka,2018 New Haven QF,W vsBencic,3.1,3.0,3.3,67.2%,43.8%,50.0%,33.3%,47.6%,10.8%,4.0,7.1,7.5,13.6
Aryna Sabalenka,2018 New Haven R16,W vsSaville,3.5,3.3,3.8,50.7%,46.0%,69.6%,45.5%,61.4%,9.3%,15.5,8.0,8.5,7.5
Aryna Sabalenka,2018 New Haven R32,W vsStosur,2.8,2.5,3.1,56.8%,70.6%,54.5%,0.0%,62.7%,4.5%,5.5,7.9,4.0,9.5
Aryna Sabalenka,2018 Cincinnati SF,L vsHalep,3.9,3.8,4.1,50.0%,44.4%,33.3%,14.3%,49.5%,11.9%,7.5,7.9,-10.5,-11.9
Aryna Sabalenka,2018 Cincinnati QF,W vsKeys,2.3,2.3,2.2,53.8%,61.5%,0.0%,0.0%,51.0%,21.3%,9.0,19.1,7.0,18.9
Aryna Sabalenka,2018 Cincinnati R16,W vsGarcia,3.5,3.3,3.7,46.8%,59.6%,43.5%,50.0%,44.2%,7.1%,19.5,15.6,7.5,4.8
Aryna Sabalenka,2018 Cincinnati R32,W vsPliskova,3.1,3.1,3.2,47.1%,51.3%,75.0%,75.0%,53.5%,9.1%,13.0,12.0,5.0,5.7
Aryna Sabalenka,2018 Cincinnati R64,W vsKonta,3.2,3.1,3.2,55.6%,51.0%,50.0%,33.3%,52.0%,5.8%,6.5,5.2,-2.5,-2.3
Aryna Sabalenka,2018 Montreal R16,L vsMertens,3.4,3.4,3.4,45.6%,55.1%,35.7%,44.4%,61.3%,9.4%,-3.5,-2.4,10.5,12.2
Aryna Sabalenka,2018 Montreal R32,W vsWozniacki,3.4,3.0,3.8,49.3%,51.1%,53.3%,80.0%,51.4%,2.2%,9.0,6.3,14.5,10.7
Aryna Sabalenka,2018 Montreal R64,W vsBogdan,3.2,2.8,3.5,55.5%,52.6%,43.8%,60.0%,51.1%,6.5%,19.0,17.3,1.0,1.0
Aryna Sabalenka,2018 Eastbourne F,L vsWozniacki,3.4,3.4,3.5,44.3%,50.0%,64.3%,50.0%,55.7%,10.3%,11.0,7.8,-8.5,-8.2
Aryna Sabalenka,2018 Eastbourne SF,W vsRadwanska,3.8,4.0,3.7,51.0%,50.0%,50.0%,60.0%,50.7%,10.0%,19.5,14.6,7.0,5.6
Aryna Sabalenka,2018 Eastbourne QF,W vsPliskova,3.0,3.1,2.9,46.7%,61.5%,38.9%,83.3%,54.6%,17.5%,8.0,7.5,15.0,17.6
Aryna Sabalenka,2018 Eastbourne R16,W vsMertens,3.3,3.6,3.0,49.4%,42.9%,58.3%,60.0%,41.1%,10.3%,9.5,7.8,10.0,6.1
Aryna Sabalenka,2018 Eastbourne R32,W vsGoerges,2.5,2.6,2.2,47.1%,52.0%,66.7%,100.0%,50.0%,11.1%,9.5,14.4,7.0,11.1
Aryna Sabalenka,2018 Eastbourne R64,W vsVickery,3.8,4.0,3.7,59.5%,72.7%,40.0%,33.3%,54.7%,15.6%,19.5,17.1,12.5,15.4
Aryna Sabalenka,2018 Mallorca R32,L vsVan Uytvanck,3.0,3.2,2.9,50.4%,52.1%,20.0%,50.0%,56.9%,22.0%,9.5,9.0,-0.5,-0.7
Aryna Sabalenka,2018 s-Hertogenbosch QF,L vsFlipkens,3.0,3.0,3.0,47.0%,37.9%,57.1%,0.0%,51.6%,20.3%,-4.5,-7.6,2.0,4.5
Aryna Sabalenka,2018 s-Hertogenbosch R32,W vsVondrousova,3.7,3.6,3.8,52.4%,36.7%,62.5%,60.0%,41.0%,10.8%,-0.5,-0.5,-2.0,-1.4
Aryna Sabalenka,2018 Rome R64,L vsHsieh,3.6,3.2,3.9,43.5%,46.4%,55.6%,33.3%,48.5%,10.2%,-1.5,-1.9,7.5,9.6
Aryna Sabalenka,2018 Rome Q2,L vsVikhlyantseva,3.3,3.0,3.6,53.0%,50.0%,41.2%,16.7%,56.1%,12.9%,15.0,13.3,-4.0,-4.9
Aryna Sabalenka,2018 Madrid R64,L vsPera,3.1,2.9,3.3,47.2%,59.5%,16.7%,100.0%,43.2%,11.0%,14.0,17.5,-2.0,-2.1
Aryna Sabalenka,2018 Istanbul R32,L vsHercog,2.9,2.9,2.9,38.9%,55.6%,33.3%,100.0%,50.0%,11.3%,5.0,7.4,0.5,0.8
Aryna Sabalenka,2018 Fed Cup RR,L vsHruncakova,2.5,2.4,2.6,51.1%,37.5%,45.5%,50.0%,62.4%,12.3%,6.0,5.7,-5.0,-7.8
Aryna Sabalenka,2018 Fed Cup RR,W vsSchmiedlova,3.2,3.2,3.2,51.3%,61.0%,50.0%,50.0%,54.9%,13.0%,14.5,17.5,10.0,16.7
Aryna Sabalenka,2018 Lugano F,L vsMertens,3.1,3.1,3.2,49.4%,37.5%,0.0%,100.0%,39.1%,7.6%,8.0,14.3,-6.0,-7.1
Aryna Sabalenka,2018 Lugano SF,W vsVoegele,2.6,2.4,2.7,55.6%,68.0%,33.3%,-,52.9%,4.1%,15.0,27.3,10.5,22.3
Aryna Sabalenka,2018 Lugano QF,W vsGiorgi,2.3,2.4,2.2,57.9%,65.0%,66.7%,-,57.0%,5.9%,10.0,22.7,2.5,7.8
Aryna Sabalenka,2018 Lugano R16,W vsHercog,2.5,2.5,2.6,60.5%,54.5%,50.0%,-,53.3%,7.1%,6.0,13.0,8.5,21.8
Aryna Sabalenka,2018 Lugano R32,W vsBuzarnescu,3.0,2.6,3.4,51.7%,58.3%,50.0%,50.0%,53.8%,9.5%,11.5,9.0,14.0,13.9
Aryna Sabalenka,2018 Miami R64,L vsKvitova,2.7,2.7,2.6,51.9%,45.8%,20.0%,50.0%,47.5%,14.7%,14.0,17.3,-1.0,-1.3
Aryna Sabalenka,2018 Miami R128,W vsBrengle,3.6,3.4,3.9,56.9%,47.2%,63.6%,100.0%,61.3%,14.5%,18.5,19.7,1.5,2.8
Aryna Sabalenka,2018 Indian Wells R32,L vsVondrousova,2.9,3.3,2.5,41.8%,29.2%,50.0%,33.3%,43.8%,6.8%,-1.5,-3.3,-4.0,-7.3
Aryna Sabalenka,2018 Indian Wells R64,W vsKuznetsova,3.1,3.0,3.3,52.6%,67.9%,50.0%,66.7%,42.8%,7.6%,12.0,20.3,8.5,11.6
Aryna Sabalenka,2018 Indian Wells R128,W vsLepchenko,3.2,3.5,2.8,54.3%,63.9%,62.5%,50.0%,58.1%,4.5%,20.0,22.7,2.5,4.0
Aryna Sabalenka,2018 Fed Cup RR,W vsMaria,2.9,2.9,2.9,53.5%,70.0%,44.4%,0.0%,59.6%,4.6%,17.0,18.3,13.0,21.3
Aryna Sabalenka,2018 Fed Cup RR,W vsLottner,2.7,2.9,2.6,51.9%,48.8%,83.3%,-,48.8%,17.0%,18.5,23.1,12.0,16.7
Aryna Sabalenka,2018 Australian Open R128,L vsBarty,3.3,3.4,3.2,44.9%,59.6%,58.8%,37.5%,49.4%,13.2%,6.5,5.3,9.0,8.2
Aryna Sabalenka,2018 Hobart QF,L vsTsurenko,2.7,3.2,2.1,38.7%,40.0%,0.0%,0.0%,57.6%,2.4%,-9.5,-17.6,-5.0,-12.8
Aryna Sabalenka,2018 Hobart R16,W vsZhang,2.9,2.9,3.0,50.0%,57.1%,57.1%,75.0%,50.3%,3.2%,12.0,13.2,18.0,20.2
Aryna Sabalenka,2018 Hobart R32,W vsBouchard,2.6,3.0,2.3,51.8%,57.6%,85.7%,-,56.0%,3.6%,10.5,15.0,13.5,26.0
Aryna Sabalenka,2018 Shenzhen QF,L vsHalep,2.7,2.9,2.5,34.7%,41.2%,66.7%,33.3%,53.6%,2.2%,-5.0,-9.6,-4.5,-10.2
Aryna Sabalenka,2018 Shenzhen R16,W vsKovinic,2.5,2.5,2.5,64.5%,65.0%,66.7%,-,56.4%,5.9%,14.0,35.9,5.5,17.7
Aryna Sabalenka,2018 Shenzhen R32,W vsNiculescu,3.8,3.5,4.1,50.6%,66.7%,50.0%,66.7%,59.4%,2.4%,23.0,19.7,11.0,13.6
Aryna Sabalenka,2017 Mumbai F,W vsJakupovic,3.1,3.2,3.1,55.2%,71.0%,50.0%,50.0%,48.8%,7.8%,12.0,22.2,8.5,14.4
Aryna Sabalenka,2017 Fed Cup RR,W vsStephens,3.3,3.2,3.3,50.5%,55.0%,28.6%,0.0%,46.0%,3.9%,3.0,2.8,1.5,1.2
Aryna Sabalenka,2017 Fed Cup RR,L vsVandeweghe,2.8,2.9,2.8,45.1%,33.3%,85.7%,-,56.1%,13.0%,8.0,12.7,5.0,10.9
Aryna Sabalenka,2017 Tianjin F,L vsSharapova,3.0,2.7,3.3,46.1%,53.2%,40.0%,100.0%,48.0%,4.8%,6.5,7.1,-1.5,-1.6
Aryna Sabalenka,2017 Tianjin SF,W vsErrani,2.8,2.8,2.8,65.3%,57.9%,40.0%,50.0%,48.1%,5.6%,14.0,28.6,17.5,35.0
Aryna Sabalenka,2017 Tianjin QF,W vsZhu,2.8,2.8,2.7,52.0%,64.3%,45.5%,0.0%,47.5%,6.8%,-4.5,-7.0,9.5,14.0
Aryna Sabalenka,2017 Tianjin R16,W vsDuan,2.7,2.6,2.8,54.2%,55.6%,100.0%,50.0%,48.5%,4.3%,17.5,27.3,15.0,22.7
Aryna Sabalenka,2017 Tianjin R32,W vsHan,3.1,2.8,3.3,49.4%,70.6%,50.0%,100.0%,53.6%,1.4%,13.0,16.5,9.0,12.9
Aryna Sabalenka,2017 Tashkent SF,L vsBabos,3.1,2.7,3.5,36.6%,44.4%,62.5%,66.7%,51.6%,8.2%,-0.5,-0.8,2.0,3.6
Aryna Sabalenka,2017 Tashkent QF,W vsBaindl,3.0,2.9,3.1,48.9%,58.3%,57.1%,0.0%,41.6%,4.2%,15.5,15.8,15.5,11.4
Aryna Sabalenka,2017 Tashkent R16,W vsMaria,3.5,3.5,3.4,53.2%,61.7%,0.0%,62.5%,61.8%,9.6%,6.0,4.7,11.5,15.3
Aryna Sabalenka,2017 Tashkent R32,W vsRodina,2.6,2.8,2.4,61.0%,54.2%,50.0%,-,54.0%,8.7%,15.5,29.2,5.0,12.2
Aryna Sabalenka,2017 Washington R32,W vsDavis,2.7,2.4,2.9,53.7%,53.8%,69.2%,-,45.0%,8.4%,10.0,15.9,2.0,2.7
Aryna Sabalenka,2017 Fed Cup RR,L vsBacsinszky,2.6,2.7,2.6,41.5%,61.3%,60.0%,100.0%,46.8%,8.0%,5.5,8.6,-6.0,-8.7
Aryna Sabalenka,2017 Fed Cup RR,W vsGolubic,3.5,3.2,3.7,50.4%,60.0%,41.2%,77.8%,52.3%,3.8%,4.5,3.2,9.0,7.1
Aryna Sabalenka,2017 Shenzhen $60K F,L vsAlexandrova,2.6,2.4,2.8,40.7%,44.4%,50.0%,66.7%,54.3%,0.0%,8.0,17.0,-4.5,-11.0
Aryna Sabalenka,2017 Shenzhen $60K SF,W vsLu,2.6,2.4,2.9,63.1%,62.5%,0.0%,100.0%,34.5%,8.8%,10.5,37.5,12.5,24.0
Aryna Sabalenka,2017 Zhuhai $60K R32,L vsZheng,3.5,3.6,3.4,41.9%,51.3%,45.5%,42.9%,48.7%,3.1%,6.0,7.0,4.5,4.8
Aryna Sabalenka,2017 Fed Cup RR,L vsBertens,2.9,3.1,2.8,47.8%,50.9%,64.7%,0.0%,50.6%,6.1%,9.0,8.0,13.5,12.5
Aryna Sabalenka,2017 Fed Cup RR,W vsKrajicek,3.0,3.2,2.8,46.4%,75.0%,42.9%,60.0%,59.9%,4.3%,26.0,26.3,12.5,19.2
Aryna Sabalenka,2016 Tokyo $100K R16,L vsZhang,3.3,3.5,3.1,40.0%,44.4%,66.7%,66.7%,49.7%,10.5%,2.0,2.8,1.0,1.5
Aryna Sabalenka,2016 Saint Petersburg $100K R32,W vsKalinskaya,3.1,3.5,2.6,49.1%,50.0%,88.9%,80.0%,38.7%,7.9%,4.0,5.9,13.0,12.5
Coco Gauff,2025 Cincinnati QF,L vsPaolini,3.9,3.5,4.3,42.4%,67.3%,41.2%,53.8%,61.0%,7.0%,5.5,3.4,11.0,10.5
Coco Gauff,2025 Montreal R16,L vsMboko,3.0,3.5,2.6,38.7%,40.0%,57.1%,66.7%,53.2%,3.9%,-1.0,-1.9,4.5,9.2
Coco Gauff,2025 Berlin R16,L vsWang,3.1,2.9,3.3,45.6%,46.7%,21.4%,25.0%,60.9%,13.0%,-1.0,-1.4,-2.5,-5.4
Coco Gauff,2025 Roland Garros F,W vsSabalenka,4.1,3.9,4.3,54.7%,45.3%,63.6%,75.0%,58.9%,11.2%,15.5,8.6,12.5,9.5
Coco Gauff,2025 Roland Garros SF,W vsBoisson,5.8,5.6,5.9,59.4%,63.0%,75.0%,60.0%,45.4%,5.6%,12.0,12.6,13.0,11.2
Coco Gauff,2025 Roland Garros R64,W vsValentova,4.5,4.2,4.8,47.5%,61.9%,70.6%,71.4%,59.9%,6.7%,4.5,3.8,7.0,8.6
Coco Gauff,2025 Roland Garros R128,W vsGadecki,3.9,4.1,3.7,61.0%,70.0%,69.2%,30.0%,51.5%,13.9%,13.5,17.3,12.0,17.6
Coco Gauff,2025 Rome F,L vsPaolini,4.8,4.7,4.8,43.3%,66.7%,30.0%,29.4%,52.3%,1.5%,2.0,1.5,-5.0,-3.9
Coco Gauff,2025 Rome QF,W vsAndreeva,5.6,5.0,6.1,65.2%,56.1%,48.3%,43.8%,55.7%,9.9%,6.5,4.1,2.0,1.6
Coco Gauff,2025 Madrid F,L vsSabalenka,3.6,3.5,3.7,42.0%,43.2%,55.6%,16.7%,61.7%,12.0%,5.5,5.0,-1.5,-2.3
Coco Gauff,2025 Madrid SF,W vsSwiatek,3.3,3.0,3.6,64.6%,82.6%,50.0%,100.0%,59.6%,4.3%,18.0,28.1,6.0,13.6
Coco Gauff,2025 Madrid QF,W vsAndreeva,3.9,3.7,4.1,46.3%,68.1%,84.6%,80.0%,50.0%,8.2%,6.5,6.4,9.5,9.4
Coco Gauff,2025 Miami R16,L vsLinette,3.7,2.8,4.6,46.2%,46.2%,41.2%,55.6%,53.7%,1.1%,3.5,3.4,13.5,14.5
Coco Gauff,2025 Miami R32,W vsSakkari,5.1,4.2,5.8,63.0%,59.3%,50.0%,41.7%,65.5%,8.6%,5.0,3.5,7.0,9.7
Coco Gauff,2025 Miami R64,W vsKenin,4.1,4.3,3.8,75.7%,77.8%,33.3%,83.3%,49.1%,3.6%,8.5,18.5,12.5,24.0
Coco Gauff,2025 Indian Wells R16,L vsBencic,5.0,4.9,5.1,48.4%,60.0%,50.0%,44.4%,62.5%,7.7%,24.0,10.7,2.5,1.9
Coco Gauff,2025 Indian Wells R32,W vsSakkari,4.3,4.0,4.6,56.7%,62.9%,68.4%,30.8%,55.6%,12.0%,6.5,5.2,8.5,9.0
Coco Gauff,2025 Indian Wells R64,W vsUchijima,4.6,4.2,5.1,42.3%,52.5%,63.9%,64.3%,63.0%,5.2%,15.5,5.6,13.0,8.0
Coco Gauff,2025 Dubai R32,L vsKessler,4.2,3.8,4.6,52.5%,34.6%,46.2%,47.1%,70.7%,4.2%,-6.0,-3.7,3.0,4.3
Coco Gauff,2025 Doha R32,L vsKostyuk,3.2,2.8,3.7,42.0%,50.0%,33.3%,20.0%,58.5%,6.6%,-3.0,-3.8,-2.5,-4.5
Coco Gauff,2025 Australian Open QF,L vsBadosa,4.0,4.2,3.8,48.3%,50.0%,59.1%,10.0%,60.8%,5.2%,-3.0,-2.2,6.5,7.4
Coco Gauff,2025 Australian Open R16,W vsBencic,4.0,3.7,4.4,57.5%,53.1%,71.4%,36.8%,51.1%,3.2%,4.0,2.7,18.0,12.2
Coco Gauff,2025 Australian Open R32,W vsFernandez,4.8,3.6,5.7,49.0%,68.2%,63.2%,81.8%,62.9%,7.2%,3.5,2.7,7.0,9.1
Coco Gauff,2025 Australian Open R64,W vsBurrage,3.5,3.3,3.7,50.6%,71.4%,50.0%,62.5%,51.6%,12.4%,9.5,10.9,13.5,18.0
Coco Gauff,2025 Australian Open R128,W vsKenin,3.6,3.4,3.8,55.3%,55.6%,64.3%,50.0%,51.8%,1.0%,1.5,1.6,8.5,8.9
Coco Gauff,2025 United Cup F,W vsSwiatek,3.9,3.4,4.3,49.3%,61.8%,66.7%,40.0%,61.5%,6.3%,10.5,8.4,7.0,10.0
Coco Gauff,2025 United Cup SF,W vsMuchova,4.7,4.3,5.2,60.7%,48.5%,77.8%,57.9%,70.2%,4.3%,12.5,8.4,13.0,20.6
Coco Gauff,2024 Riyadh Finals F,W vsZheng,5.0,5.0,5.1,50.0%,50.0%,55.6%,57.6%,50.1%,4.0%,11.5,4.7,-4.5,-1.9
Coco Gauff,2024 Riyadh Finals SF,L vsSabalenka,3.9,3.8,4.0,58.2%,42.3%,66.7%,87.5%,51.9%,4.3%,-4.0,-3.4,14.5,13.3
Coco Gauff,2024 Riyadh Finals RR,W vsPegula,4.3,4.2,4.3,57.1%,58.1%,46.7%,54.5%,60.3%,6.3%,5.0,4.2,9.5,12.8
Coco Gauff,2024 Riyadh Finals RR,W vsSwiatek,3.7,3.3,4.1,55.6%,58.6%,45.5%,53.8%,67.7%,10.8%,3.0,2.1,5.5,8.5
Coco Gauff,2024 Riyadh Finals RR,L vsKrejcikova,3.3,3.0,3.6,48.5%,50.0%,27.3%,28.6%,71.8%,10.5%,-9.0,-6.5,0.0,0.0
Coco Gauff,2024 Wuhan SF,L vsSabalenka,3.5,3.1,3.9,49.1%,56.6%,48.0%,33.3%,59.2%,2.5%,18.5,11.9,15.0,13.0
Coco Gauff,2024 Wuhan QF,W vsLinette,3.8,3.0,4.6,58.8%,63.3%,58.3%,44.4%,53.8%,4.7%,17.5,19.0,13.5,16.7
Coco Gauff,2024 Wuhan R16,W vsKostyuk,4.3,4.2,4.5,67.4%,68.2%,42.9%,66.7%,58.3%,1.5%,13.5,15.7,9.5,14.8
Coco Gauff,2024 Beijing F,W vsMuchova,4.8,4.1,5.5,69.2%,66.7%,30.0%,64.7%,69.0%,6.3%,16.5,12.0,6.0,10.3
Coco Gauff,2024 Beijing SF,W vsBadosa,4.2,3.9,4.5,51.3%,59.6%,51.9%,47.4%,57.1%,8.5%,13.5,6.4,11.5,7.7
Coco Gauff,2024 Beijing QF,W vsStarodubtseva,3.7,3.3,4.1,52.7%,57.9%,64.3%,44.4%,58.2%,3.0%,10.0,7.6,7.5,7.7
Coco Gauff,2024 US Open R16,L vsNavarro,3.8,2.9,4.8,49.6%,40.0%,44.4%,41.2%,61.7%,7.8%,3.0,1.7,-8.0,-7.5
Coco Gauff,2024 US Open R32,W vsSvitolina,4.5,4.6,4.3,53.8%,53.5%,45.0%,47.4%,52.1%,8.2%,-0.5,-0.3,10.0,6.9
Coco Gauff,2024 US Open R128,W vsGracheva,3.6,3.3,4.0,62.1%,57.1%,63.6%,60.0%,47.3%,3.9%,5.0,7.5,3.5,4.8
Coco Gauff,2024 Cincinnati R32,L vsPutintseva,3.9,3.3,4.6,46.6%,44.1%,68.8%,46.7%,60.8%,8.1%,-6.0,-3.6,-7.0,-6.9
Coco Gauff,2024 Toronto R16,L vsShnaider,3.6,3.2,3.9,43.5%,56.0%,10.0%,28.6%,56.1%,0.0%,-5.5,-5.8,1.5,2.0
Coco Gauff,2024 Paris Olympics R16,L vsVekic,3.5,3.2,3.8,45.6%,40.0%,50.0%,40.0%,60.3%,6.3%,5.5,5.1,-4.0,-5.7
Coco Gauff,2024 Wimbledon R16,L vsNavarro,4.9,4.6,5.2,61.5%,50.0%,27.8%,13.3%,63.8%,3.4%,-5.5,-3.7,2.0,2.4
Coco Gauff,2024 Wimbledon R64,W vsTodoni,3.4,3.2,3.5,63.3%,50.0%,75.0%,66.7%,52.2%,10.6%,10.0,14.7,7.5,12.7
Coco Gauff,2024 Roland Garros SF,L vsSwiatek,3.9,3.7,4.1,39.2%,53.3%,46.2%,33.3%,59.2%,2.3%,-11.0,-9.2,10.0,12.0
Coco Gauff,2024 Roland Garros QF,W vsJabeur,3.9,4.1,3.7,55.4%,49.1%,47.4%,50.0%,54.5%,9.9%,0.5,0.3,17.0,14.8
Coco Gauff,2024 Roland Garros R16,W vsCocciaretto,4.6,3.5,5.7,60.5%,64.7%,69.2%,72.7%,59.4%,4.5%,15.0,16.9,8.5,13.5
Coco Gauff,2024 Rome SF,L vsSwiatek,4.0,3.7,4.5,44.0%,45.7%,42.1%,55.6%,50.2%,7.5%,0.0,0.0,1.0,1.0
Coco Gauff,2024 Stuttgart QF,L vsKostyuk,4.5,4.6,4.3,50.0%,50.8%,51.4%,48.0%,65.6%,4.7%,-5.5,-2.0,9.0,6.4
Coco Gauff,2024 Miami R16,L vsGarcia,3.7,3.1,4.2,54.3%,45.0%,36.8%,60.0%,43.2%,5.4%,-6.0,-6.6,7.0,5.9
Coco Gauff,2024 Miami R32,W vsDodin,3.2,3.1,3.3,59.1%,61.9%,63.6%,50.0%,53.8%,11.7%,10.0,15.2,4.0,7.8
Coco Gauff,2024 Miami R64,W vsPodoroska,4.4,3.9,5.0,56.7%,65.5%,46.7%,83.3%,50.2%,2.8%,-2.0,-2.0,15.5,15.2
Coco Gauff,2024 Indian Wells SF,L vsSakkari,4.2,4.2,4.3,51.7%,44.2%,52.2%,28.0%,70.9%,3.4%,-13.0,-4.8,7.5,6.8
Coco Gauff,2024 Indian Wells QF,W vsYuan,3.5,3.0,4.4,58.8%,59.4%,46.2%,30.0%,51.4%,7.6%,3.0,2.8,11.0,11.3
Coco Gauff,2024 Dubai QF,L vsKalinskaya,4.6,4.0,4.9,46.6%,55.8%,41.7%,52.4%,52.8%,3.0%,1.0,0.6,23.5,14.4
Coco Gauff,2024 Australian Open SF,L vsSabalenka,3.5,3.3,3.7,41.3%,39.4%,68.4%,66.7%,51.0%,3.1%,-2.0,-2.2,3.0,3.3
Coco Gauff,2024 Australian Open QF,W vsKostyuk,4.5,4.2,4.7,53.7%,54.9%,43.3%,36.4%,62.1%,2.3%,1.0,0.4,-0.5,-0.3
Coco Gauff,2024 Australian Open R16,W vsFrech,5.1,4.4,5.8,53.7%,73.7%,45.5%,86.7%,61.1%,5.6%,8.5,7.7,11.5,17.2
Coco Gauff,2024 Australian Open R64,W vsDolehide,4.7,4.5,4.8,58.6%,43.6%,66.7%,62.5%,57.8%,8.8%,14.0,9.7,4.5,4.4
Coco Gauff,2024 Australian Open R128,W vsSchmiedlova,5.1,3.9,6.3,75.8%,65.0%,70.0%,75.0%,56.1%,9.2%,14.0,14.6,11.5,16.7
Coco Gauff,2024 Auckland F,W vsSvitolina,5.1,4.7,5.5,52.5%,61.5%,55.9%,44.8%,57.9%,4.2%,5.5,2.2,19.5,10.8
Coco Gauff,2023 Cancun Finals SF,L vsPegula,4.5,4.5,4.6,35.0%,33.3%,38.5%,50.0%,71.4%,18.8%,-9.0,-7.9,0.0,0.0
Coco Gauff,2023 Cancun Finals RR,L vsSwiatek,3.9,4.0,3.8,36.8%,48.1%,36.4%,50.0%,62.7%,0.0%,-6.5,-5.8,0.5,0.7
Coco Gauff,2023 Beijing SF,L vsSwiatek,4.3,4.7,3.9,46.3%,19.2%,62.5%,33.3%,60.2%,7.1%,-9.5,-9.0,-2.0,-3.2
Coco Gauff,2023 US Open F,W vsSabalenka,4.4,4.6,4.2,55.6%,46.2%,62.5%,47.6%,64.9%,5.8%,-2.5,-1.4,11.5,12.8
Coco Gauff,2023 US Open SF,W vsMuchova,5.4,5.0,5.8,54.1%,74.2%,42.1%,47.6%,72.5%,9.1%,10.0,4.7,3.0,4.1
Coco Gauff,2023 US Open QF,W vsOstapenko,3.7,3.3,4.1,66.7%,57.7%,60.0%,50.0%,52.2%,3.0%,7.5,11.7,11.5,18.3
Coco Gauff,2023 US Open R16,W vsWozniacki,5.8,4.9,6.9,69.4%,37.1%,50.0%,50.0%,54.8%,4.5%,4.5,2.2,5.5,3.2
Coco Gauff,2023 US Open R64,W vsAndreeva,5.4,5.5,5.4,57.4%,60.9%,68.8%,76.5%,62.5%,4.6%,14.5,10.7,10.0,12.0
Coco Gauff,2023 US Open R128,W vsSiegemund,4.5,3.7,5.1,61.5%,51.0%,36.7%,38.9%,62.8%,15.5%,4.5,2.3,5.0,4.6
Coco Gauff,2023 Cincinnati F,W vsMuchova,4.2,3.8,4.5,54.8%,57.9%,36.4%,60.0%,59.1%,5.9%,13.0,10.4,6.5,6.8
Coco Gauff,2023 Cincinnati SF,W vsSwiatek,4.2,4.0,4.5,57.8%,37.2%,36.4%,47.1%,63.7%,4.7%,-10.5,-5.1,-2.0,-1.6
Coco Gauff,2023 Cincinnati R16,W vsNoskova,3.9,3.2,4.7,59.6%,61.5%,100.0%,60.0%,58.0%,1.5%,11.0,11.8,9.0,13.8
Coco Gauff,2023 Montreal QF,L vsPegula,4.3,4.0,4.6,50.0%,42.2%,43.2%,52.9%,59.2%,5.2%,-0.5,-0.2,-0.5,-0.3
Coco Gauff,2023 Washington F,W vsSakkari,4.6,3.6,5.8,71.9%,45.0%,46.2%,40.0%,71.6%,0.0%,9.5,6.7,8.5,14.9
Coco Gauff,2023 Washington QF,W vsBencic,4.5,3.5,5.5,64.7%,56.3%,62.5%,46.2%,49.7%,6.1%,1.5,1.6,8.0,8.6
Coco Gauff,2023 Wimbledon R128,L vsKenin,4.1,3.6,4.7,44.8%,48.4%,42.3%,42.9%,55.4%,4.4%,-4.5,-2.9,2.5,2.0
Coco Gauff,2023 Roland Garros QF,L vsSwiatek,4.3,4.1,4.4,34.6%,43.5%,43.8%,60.0%,52.4%,7.4%,3.5,4.5,-0.5,-0.7
Coco Gauff,2023 Roland Garros R16,W vsSchmiedlova,4.5,4.2,4.8,55.4%,66.7%,61.5%,44.4%,51.6%,8.3%,1.0,0.9,18.5,16.8
Coco Gauff,2023 Roland Garros R32,W vsAndreeva,5.0,4.7,5.2,53.1%,62.5%,59.3%,64.0%,50.8%,7.7%,23.5,13.3,20.5,12.2
